source	sabiork_entry_id	organism	uniprot_id	ec_number	parameter.name	param_type	substrate_from_param	kcat_value	kcat_value_end	parameter.standardDeviation	kcat_unit	substrate	Product	pH	temperature_C	buffer	cellular_location	sabiork_reaction_id	kegg_reaction_id	reactome_reaction_id	pubmed_id
SABIO-RK	7127	Escherichia coli	P0ADI4	3.3.2.1	kcat	kcat		10.0		-	1/s	H2O;Isochorismate	2,3-Dihydro-2,3-dihydroxybenzoate;Pyruvate	7.01	37.0	[ 50 mM potassium phosphate, 0.10 mM NADH, Lactate dehydrogenase,  50 mM potassium phosphate, 0.10 mM NADH, Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	2886			2139796
SABIO-RK	7128	Escherichia coli	P0ADI4	3.3.2.1	kcat	kcat		5.166667		-	1/s	H2O;4,5-Dihydroisochorismate	Pyruvate;2,3-Dihydroxy-6-cyclohexene-1-carboxylic acid	7.01	37.0	[ 50 mM potassium phosphate, 0.10 mM NADH, Lactate dehydrogenase,  50 mM potassium phosphate, 0.10 mM NADH, Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	7758			2139796
SABIO-RK	7129	Escherichia coli	P0ADI4	3.3.2.1	kcat	kcat		9.0		-	1/s	3-((1-Carboxyethenyl)oxy)cyclohepta-1,6-diene-1-carboxylate;H2O	Pyruvate;Cyclohepta-3-hydroxy-1,6-diene-1-carboxylate	7.01	37.0	[ 50 mM potassium phosphate, 0.10 mM NADH, Lactate dehydrogenase,  50 mM potassium phosphate, 0.10 mM NADH, Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	7760			2139796
SABIO-RK	7130	Escherichia coli	P0ADI4	3.3.2.1	kcat	kcat		16.33333		-	1/s	cis-3-((1-Carboxyethenyl)oxy)-4-cyclohexene-1-carboxylic acid;H2O	4-Cyclohexene-3-hydroxy-1-carboxylic acid;Pyruvate	7.01	37.0	[ 50 mM potassium phosphate, 0.10 mM NADH, Lactate dehydrogenase,  50 mM potassium phosphate, 0.10 mM NADH, Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	7724			2139796
SABIO-RK	7131	Escherichia coli	P0ADI4	3.3.2.1	kcat	kcat		21.66667		-	1/s	H2O;3-((1-Carboxyethenyl)oxy)-1-cyclohexene-1-carboxylic acid	1-Cyclohexene-3-hydroxy-1-carboxylic acid;Pyruvate	7.01	37.0	[ 50 mM potassium phosphate, 0.10 mM NADH, Lactate dehydrogenase,  50 mM potassium phosphate, 0.10 mM NADH, Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	7761			2139796
SABIO-RK	52499	Escherichia coli		3.1.26.5	kcat	kcat		4.033333E-5		1.166667E-6	1/s	H2O;tRNA precursor	Oligonucleotide;tRNA	8.0	37.0	[50 mM Tris-HCl, 100 mM Ammonium chloride, 5% (w/v) polyethylene glycol, 50 mM Tris-HCl, 100 mM Ammonium chloride, 5% (w/v) polyethylene glycol]	[unknown, unknown, unknown, unknown, unknown, unknown]	13666			12951523
SABIO-RK	52827	Escherichia coli	P00954	6.1.1.2	kcat	kcat		2.0		2E-1	1/s	tRNA(Trp);L-Tryptophan;ATP	L-Tryptophanyl-tRNA(Trp);AMP;Diphosphate	7.0	37.0	[50 mM HEPES, 10 mM magnesium acetate, 4 mM DTT, 0.05% BSA, 50 mM HEPES, 10 mM magnesium acetate, 4 mM DTT, 0.05% BSA]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	408	R03664	R-HSA-379977;R-HSA-380222	8555191
SABIO-RK	52828	Escherichia coli	P00954	6.1.1.2	kcat	kcat		1.5		1.2E-1	1/s	tRNA(Trp);ATP;L-Tryptophan	Diphosphate;L-Tryptophanyl-tRNA(Trp);AMP	7.0	37.0	[50 mM HEPES, 10 mM magnesium acetate, 4 mM DTT, 0.05% BSA, 50 mM HEPES, 10 mM magnesium acetate, 4 mM DTT, 0.05% BSA]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	408	R03664	R-HSA-379977;R-HSA-380222	8555191
SABIO-RK	52829	Escherichia coli	P00954	6.1.1.2	kcat	kcat		2.0		3E-2	1/s	ATP;L-Tryptophan;tRNA(Trp)	Diphosphate;AMP;L-Tryptophanyl-tRNA(Trp)	7.0	37.0	[50 mM HEPES, 10 mM magnesium acetate, 4 mM DTT, 0.05% BSA, 50 mM HEPES, 10 mM magnesium acetate, 4 mM DTT, 0.05% BSA]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	408	R03664	R-HSA-379977;R-HSA-380222	8555191
SABIO-RK	52854	Escherichia coli	P00954	6.1.1.2	kcat	kcat		111.0		7E0	1/s	L-Tryptophan;ATP	L-Tryptophanyl-AMP;Diphosphate	7.0	37.0	[50 mM HEPES, 10 mM magnesium acetate, 4 mM DTT, 0.05% BSA, 10 mM KF, 10 mM tetrasodium pyrophosphate, 50 mM HEPES, 10 mM magnesium acetate, 4 mM DTT, 0.05% BSA, 10 mM KF, 10 mM tetrasodium pyrophosphate]	[unknown, unknown, unknown, unknown, unknown]	13683			8555191
SABIO-RK	52855	Escherichia coli	P00954	6.1.1.2	kcat	kcat		111.0		8E0	1/s	L-Tryptophan;ATP	L-Tryptophanyl-AMP;Diphosphate	7.0	37.0	[50 mM HEPES, 10 mM magnesium acetate, 4 mM DTT, 0.05% BSA, 10 mM KF, 10 mM tetrasodium pyrophosphate, 50 mM HEPES, 10 mM magnesium acetate, 4 mM DTT, 0.05% BSA, 10 mM KF, 10 mM tetrasodium pyrophosphate]	[unknown, unknown, unknown, unknown, unknown]	13683			8555191
SABIO-RK	53195	Escherichia coli	P16703	2.5.1.47	kcat	kcat		353.0		2.5E1	1/s	Sulfide;O-Acetyl-L-serine	L-Cysteine;Acetate	7.5	25.0	[50 mM Hepes/HCl, 1 mM dithiothreitol, 50 mM Hepes/HCl, 1 mM dithiothreitol]	[unknown, unknown, unknown, unknown, unknown]	9651	R00897	R-MTU-936642;R-MTU-936745	9692924
SABIO-RK	53196	Escherichia coli	P16703	2.5.1.47	kcat	kcat		353.0		2.5E1	1/s	O-Acetyl-L-serine;Sulfide	Acetate;L-Cysteine	7.5	25.0	[50 mM Hepes/HCl, 1 mM dithiothreitol, 50 mM Hepes/HCl, 1 mM dithiothreitol]	[unknown, unknown, unknown, unknown, unknown]	9651	R00897	R-MTU-936642;R-MTU-936745	9692924
SABIO-RK	53197	Escherichia coli	P16703 Q42588	2.5.1.47	kcat	kcat		88.0		3.5E1	1/s	Sulfide;O-Acetyl-L-serine	L-Cysteine;Acetate	7.5	25.0	[50 mM Hepes/HCl, 1 mM dithiothreitol, 50 mM Hepes/HCl, 1 mM dithiothreitol]	[unknown, unknown, unknown, unknown, unknown]	9651	R00897	R-MTU-936745;R-MTU-936642	9692924
SABIO-RK	53198	Escherichia coli	P16703 Q42588	2.5.1.47	kcat	kcat		88.0		3.5E1	1/s	Sulfide;O-Acetyl-L-serine	L-Cysteine;Acetate	7.5	25.0	[50 mM Hepes/HCl, 1 mM dithiothreitol, 50 mM Hepes/HCl, 1 mM dithiothreitol]	[unknown, unknown, unknown, unknown, unknown]	9651	R00897	R-MTU-936745;R-MTU-936642	9692924
SABIO-RK	53351	Escherichia coli	P12996	2.8.1.6	kcat	kcat		2.777778E-4		-	1/s	Dethiobiotin;Sulfur-(sulfur carrier);S-Adenosyl-L-methionine;reduced [2Fe-2S] Ferredoxin	(Sulfur carrier);5'-Deoxyadenosine;oxidized [2Fe-2S] Ferredoxin;L-Methionine;Biotin	7.5	-	[100 mM Tris-HCl, 2 mM dithiothreitol, 5 mM fructose 1,6-bisphosphate, 10 mM KCl, 5 mM Fe(NH4)2(SO4)2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	13730			8142361
SABIO-RK	53352	Escherichia coli	P12996	2.8.1.6	kcat	kcat		8.333333E-5		-	1/s	Dethiobiotin;reduced [2Fe-2S] Ferredoxin;Sulfur-(sulfur carrier);S-Adenosyl-L-methionine	oxidized [2Fe-2S] Ferredoxin;Biotin;L-Methionine;5'-Deoxyadenosine;(Sulfur carrier)	7.5	-	[100 mM Tris-HCl, 2 mM dithiothreitol, 5 mM fructose 1,6-bisphosphate, 10 mM KCl, 5 mM Fe(NH4)2(SO4)2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	13730			8142361
SABIO-RK	53353	Escherichia coli	P12996	2.8.1.6	kcat	kcat		1.666667E-5		-	1/s	Sulfur-(sulfur carrier);S-Adenosyl-L-methionine;reduced [2Fe-2S] Ferredoxin;Dethiobiotin	(Sulfur carrier);5'-Deoxyadenosine;Biotin;L-Methionine;oxidized [2Fe-2S] Ferredoxin	7.5	-	[100 mM Tris-HCl, 2 mM dithiothreitol, 5 mM fructose 1,6-bisphosphate, 10 mM KCl, 5 mM Fe(NH4)2(SO4)2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	13730			8142361
SABIO-RK	54138	Escherichia coli	P04805	6.1.1.17	kcat	kcat		3.4		-	1/s	tRNA(Glu);ATP;L-Glutamate	L-Glutamyl-tRNA(Glu);Diphosphate;AMP	7.2	30.0	[100 mM Sodium HEPES, 10 mM KCl, 10 mM MgCl2, 100 mM Sodium HEPES, 10 mM KCl, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	5179	R05578	R-HSA-379861;R-HSA-380216	3079749
SABIO-RK	54139	Escherichia coli		6.1.1.18	kcat	kcat		1.7		-	1/s	tRNA(Gln);L-Glutamine;ATP	AMP;L-Glutaminyl-tRNA(Gln);Diphosphate	7.2	30.0	[100 mM Sodium HEPES, 10 mM KCl, 10 mM MgCl2, 100 mM Sodium HEPES, 10 mM KCl, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	3430	R03652	R-HSA-380241;R-HSA-379982	3079749
SABIO-RK	54140	Escherichia coli		6.1.1.18	kcat	kcat		0.3		-	1/s	L-Glutamine;tRNA(Gln);ATP	L-Glutaminyl-tRNA(Gln);Diphosphate;AMP	7.2	30.0	[100 mM Sodium HEPES, 10 mM KCl, 10 mM MgCl2, 100 mM Sodium HEPES, 10 mM KCl, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	3430	R03652	R-HSA-379982;R-HSA-380241	3079749
SABIO-RK	54315	Escherichia coli		1.5.1.3	kcat	kcat		4.5		-	1/s	H+;Dihydrofolate;NADPH	NADP+;5,6,7,8-Tetrahydrofolate	7.65	20.0	[50 mM Tris, 25 mM acetic acid, 25 mM MES, 100 mM NaCl, 0.02% sodium azide, 50 mM Tris, 25 mM acetic acid, 25 mM MES, 100 mM NaCl, 0.02% sodium azide]	[unknown, unknown, unknown, unknown, unknown, unknown]	100	R00939	R-MMU-197972;R-HSA-197972;R-DME-197972;R-CEL-197972;R-DRE-197972;R-BTA-197972;R-SCE-197972;R-RNO-197972;R-SSC-197972;R-CFA-197972;R-SPO-197972;R-GGA-197972;R-DDI-197972;R-XTR-197972;R-TGU-197972	2492521
SABIO-RK	57884	Escherichia coli	P20099	1.8.4.13	kcat	kcat		0.05333333		-	1/s	Reduced benzyl viologen;L-Methionine S-oxide	L-Methionine;Oxidized benzyl viologen;H2O	6.5	37.0	[100 mM Phosphate, 100 mM Phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown]	14200			15601707
SABIO-RK	58477	Escherichia coli	Q47690	2.1.1.10	kcat	kcat		0.38		-	1/s	L-Homocysteine;S-Adenosyl-L-methionine	S-Adenosyl-L-homocysteine;L-Methionine	6.5	30.0	[50 mM sodium citrate, 10 mM magnesium acetate, 2 mM DTT, 1 mM EDTA, 100 Âµg/ml BSA, 50 mM sodium citrate, 10 mM magnesium acetate, 2 mM DTT, 1 mM EDTA, 100 Âµg/ml BSA]	[unknown, unknown, unknown, unknown, unknown]	1035	R00650		10026151
SABIO-RK	58478	Escherichia coli	Q47690	2.1.1.280	kcat	kcat		1.7E-4		-	1/s	L-Selenocysteine;S-Adenosyl-L-methionine	Se-Methyl-L-selenocysteine;S-Adenosyl-L-homocysteine	6.5	30.0	[50 mM sodium citrate, 10 mM magnesium acetate, 2 mM DTT, 1 mM EDTA, 100 Âµg/ml BSA, 50 mM sodium citrate, 10 mM magnesium acetate, 2 mM DTT, 1 mM EDTA, 100 Âµg/ml BSA]	[unknown, unknown, unknown, unknown, unknown]	14321	R04931		10026151
SABIO-RK	58479	Escherichia coli	Q47690	2.1.1.280	kcat	kcat		0.74		-	1/s	S-Adenosyl-L-methionine;Selenohomocysteine	S-Adenosyl-L-homocysteine;Selenomethionine	6.5	30.0	[50 mM sodium citrate, 10 mM magnesium acetate, 2 mM DTT, 1 mM EDTA, 100 Âµg/ml BSA, 50 mM sodium citrate, 10 mM magnesium acetate, 2 mM DTT, 1 mM EDTA, 100 Âµg/ml BSA]	[unknown, unknown, unknown, unknown, unknown]	14322			10026151
SABIO-RK	58738	Escherichia coli	P0C0R7	2.1.1.166	kcat	kcat		0.001066667		-	1/s	Uridine(2552) in 23S rRNA;S-Adenosyl-L-methionine	2'-O-Methyluridine(2552) in 23S rRNA;S-Adenosyl-L-homocysteine	7.5	37.0	[50 mM HEPES/KOH, 85 mM NH4Cl, 3 mM MgCl2, 2 mM beta-mercaptoethanol, 50 mM HEPES/KOH, 85 mM NH4Cl, 3 mM MgCl2, 2 mM beta-mercaptoethanol]	[unknown, unknown, unknown, unknown, unknown]	14350			12181314
SABIO-RK	58739	Escherichia coli	P0C0R7	2.1.1.166	kcat	kcat		0.001066667		-	1/s	Uridine(2552) in 23S rRNA;S-Adenosyl-L-methionine	S-Adenosyl-L-homocysteine;2'-O-Methyluridine(2552) in 23S rRNA	7.5	37.0	[50 mM HEPES/KOH, 85 mM NH4Cl, 3 mM MgCl2, 2 mM beta-mercaptoethanol, 50 mM HEPES/KOH, 85 mM NH4Cl, 3 mM MgCl2, 2 mM beta-mercaptoethanol]	[unknown, unknown, unknown, unknown, unknown]	14350			12181314
SABIO-RK	59008	Escherichia coli	P0ADG4	3.1.3.25	kcat	kcat		6.5		4E-1	1/s	H2O;1D-myo-Inositol 1-phosphate	Phosphate;myo-Inositol	8.0	37.0	[50 mM Tris-HCl, 10 mM MnCl2, 50 mM Tris-HCl, 10 mM MnCl2]	[unknown, unknown, unknown, unknown, unknown]	1422	R01185		11062561
SABIO-RK	59009	Escherichia coli	P0ADG4	3.1.3.11	kcat	kcat		0.0	0.005	-	1/s	H2O;Fructose 1,6-bisphosphate	Fructose 6-phosphate;Phosphate	8.0	37.0	[50 mM Tris-HCl, 10 mM MnCl2, 50 mM Tris-HCl, 10 mM MnCl2]	[unknown, unknown, unknown, unknown, unknown]	10378			11062561
SABIO-RK	59108	Escherichia coli	P0AC33	4.2.1.2	kcat	kcat		3100.0		-	1/s	L-Malate	Fumarate;H2O	7.5	25.0	[100 mM phosphate, 100 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	256	R01082	R-DRE-70982;R-BTA-451033;R-SCE-451033;R-ATH-451033;R-TGU-70982;R-MMU-70982;R-SSC-451033;R-SPO-70982;R-BTA-70982;R-TGU-451033;R-DME-70982;R-RNO-451033;R-GGA-373141;R-HSA-70982;R-HSA-451033;R-GGA-70982;R-CFA-70982;R-RNO-70982;R-DDI-451033;R-GGA-373145;R-GGA-451033;R-XTR-70982;R-CFA-451033;R-CEL-70982;R-SSC-70982;R-SPO-451033;R-OSA-70982;R-XTR-451033;R-OSA-451033;R-DDI-70982;R-SCE-70982;R-ATH-70982;R-DME-451033;R-MMU-451033;R-CEL-451033;R-DRE-451033	1329945
SABIO-RK	59109	Escherichia coli	P0AC33	4.2.1.2	kcat	kcat		300.0		-	1/s	L-Malate	H2O;Fumarate	7.5	25.0	[100 mM phosphate, 100 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	256	R01082	R-SSC-70982;R-TGU-451033;R-OSA-70982;R-DDI-451033;R-SSC-451033;R-CFA-70982;R-GGA-70982;R-ATH-70982;R-GGA-373145;R-MMU-451033;R-HSA-451033;R-GGA-451033;R-SCE-70982;R-XTR-451033;R-MMU-70982;R-GGA-373141;R-CEL-451033;R-BTA-451033;R-CFA-451033;R-DRE-451033;R-DRE-70982;R-ATH-451033;R-SCE-451033;R-HSA-70982;R-OSA-451033;R-RNO-451033;R-RNO-70982;R-SPO-70982;R-XTR-70982;R-DME-451033;R-CEL-70982;R-SPO-451033;R-DME-70982;R-DDI-70982;R-TGU-70982;R-BTA-70982	1329945
SABIO-RK	59378	Escherichia coli	P77788	3.6.1.65	kcat	kcat		25.8		1E0	1/s	CTP;H2O	CMP;Diphosphate	9.0	37.0	[50 mM Tris-HCl, 1 mM DTT, Pyrophosphatase, 50 mM Tris-HCl, 1 mM DTT, Pyrophosphatase]	[unknown, unknown, unknown, unknown, unknown, unknown]	454	R00515		11053429
SABIO-RK	59379	Escherichia coli	P77788	3.6.1.65	kcat	kcat		14.3		5E-1	1/s	H2O;dCTP	Diphosphate;dCMP	9.0	37.0	[50 mM Tris-HCl, 1 mM DTT, Pyrophosphatase, 50 mM Tris-HCl, 1 mM DTT, Pyrophosphatase]	[unknown, unknown, unknown, unknown, unknown, unknown]	483	R01668		11053429
SABIO-RK	59380	Escherichia coli	P77788	3.6.1.65	kcat	kcat		51.7		1.5E0	1/s	5-Methyl-dCTP;H2O	5-Methyl-dCMP;Diphosphate	9.0	37.0	[50 mM Tris-HCl, 1 mM DTT, Pyrophosphatase, 50 mM Tris-HCl, 1 mM DTT, Pyrophosphatase]	[unknown, unknown, unknown, unknown, unknown, unknown]	14424			11053429
SABIO-RK	59676	Escherichia coli	P32138	3.2.1.199	kcat	kcat		14.3		4E-1	1/s	p-Nitrophenyl-alpha-sulfoquinovoside;H2O	6-Sulfo-D-quinovose;p-Nitrophenol	7.2	23.0	[50 mM sodium phosphate, 150 mM NaCl, 50 mM sodium phosphate, 150 mM NaCl]	[unknown, unknown, unknown, unknown, unknown]	14470			26878550
SABIO-RK	59689	Escherichia coli	P0A886	2.1.1.45	kcat	kcat		0.6		3.3E-1	1/s	dUMP;5,10-Methylenetetrahydrofolate	Dihydrofolate;dTMP	7.4	25.0	[50 mM TES, 25 mM MgCl2, 6.5 mM HCHO, 1 mM EDTA, 75 mM beta-mercaptoethanol, 50 mM TES, 25 mM MgCl2, 6.5 mM HCHO, 1 mM EDTA, 75 mM beta-mercaptoethanol]	[unknown, unknown, unknown, unknown, unknown]	88	R02101		26612036
SABIO-RK	59690	Escherichia coli	P0A886	2.1.1.45	kcat	kcat		0.48		4E-2	1/s	5,10-Methylenetetrahydrofolate;dUMP	Dihydrofolate;dTMP	7.4	25.0	[50 mM TES, 25 mM MgCl2, 6.5 mM HCHO, 1 mM EDTA, 75 mM beta-mercaptoethanol, 50 mM TES, 25 mM MgCl2, 6.5 mM HCHO, 1 mM EDTA, 75 mM beta-mercaptoethanol]	[unknown, unknown, unknown, unknown, unknown]	88	R02101		26612036
SABIO-RK	59697	Escherichia coli	P0A886	2.1.1.45	kcat	kcat		0.32		2E-2	1/s	5,10-Methylenetetrahydrofolate;dUMP	Dihydrofolate;dTMP	7.4	25.0	[50 mM TES, 25 mM MgCl2, 6.5 mM HCHO, 1 mM EDTA, 75 mM beta-mercaptoethanol, 50 mM TES, 25 mM MgCl2, 6.5 mM HCHO, 1 mM EDTA, 75 mM beta-mercaptoethanol]	[unknown, unknown, unknown, unknown, unknown]	88	R02101		26612036
SABIO-RK	59698	Escherichia coli	P0A886	2.1.1.45	kcat	kcat		0.28		1E-2	1/s	dUMP;5,10-Methylenetetrahydrofolate	dTMP;Dihydrofolate	7.4	25.0	[50 mM TES, 25 mM MgCl2, 6.5 mM HCHO, 1 mM EDTA, 75 mM beta-mercaptoethanol, 50 mM TES, 25 mM MgCl2, 6.5 mM HCHO, 1 mM EDTA, 75 mM beta-mercaptoethanol]	[unknown, unknown, unknown, unknown, unknown]	88	R02101		26612036
SABIO-RK	59859	Escherichia coli	P16659	6.1.1.15	kcat	kcat		70.0		2.5E1	1/s	Proline;ATP	Prolyl-AMP;Diphosphate	8.0	37.0	[144 mM Tris/HCl, 0.2 mg/ml BSA, 10 mM KF, 10 mM MgCl2, 10 mM 2-mercaptoethanol, 1.0 mM 32PPi, 144 mM Tris/HCl, 0.2 mg/ml BSA, 10 mM KF, 10 mM MgCl2, 10 mM 2-mercaptoethanol, 1.0 mM 32PPi]	[unknown, unknown, unknown, unknown, unknown]	13190			10922054
SABIO-RK	59860	Escherichia coli	P16659	6.1.1.15	kcat	kcat		1.7		5.6E-1	1/s	ATP;Alanine	Alanyl-AMP;Diphosphate	8.0	37.0	[144 mM Tris/HCl, 0.2 mg/ml BSA, 10 mM KF, 10 mM MgCl2, 10 mM 2-mercaptoethanol, 1.0 mM 32PPi, 144 mM Tris/HCl, 0.2 mg/ml BSA, 10 mM KF, 10 mM MgCl2, 10 mM 2-mercaptoethanol, 1.0 mM 32PPi]	[unknown, unknown, unknown, unknown, unknown]	13187			10922054
SABIO-RK	59861	Escherichia coli	P16659	6.1.1.15	kcat	kcat		0.035		-	1/s	Alanine;tRNA(Pro);ATP	AMP;Diphosphate;Alanyl-tRNA(Pro)	7.5	25.0	[150 mM Tris/HCl, 10 mM MgCl2, 4 units/ml pyrophosphatase, 150 mM Tris/HCl, 10 mM MgCl2, 4 units/ml pyrophosphatase]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	14513			10922054
SABIO-RK	59929	Escherichia coli	P0ABK9	1.7.2.2	kcat	kcat		770.0		-	1/s	Nitrite;Reduced methyl viologen;H+	Methyl viologen;NH3;H2O	7.0	25.0	[50 mM Hepes, 50 mM Hepes]	[periplasm, periplasm, periplasm, periplasm, periplasm, periplasm, periplasm, periplasm, periplasm]	14523			11863430
SABIO-RK	59930	Escherichia coli	P0ABK9	1.7.2.2	kcat	kcat		2380.0		-	1/s	Hydroxylamine;Reduced methyl viologen;H+	NH3;Methyl viologen;H2O	7.0	25.0	[50 mM Hepes, 50 mM Hepes]	[periplasm, periplasm, periplasm, periplasm, periplasm, periplasm, periplasm, periplasm, periplasm]	14524			11863430
SABIO-RK	60044	Escherichia coli	P04391	2.1.3.3	kcat	kcat		0.03888889		-	mol*1/s*g^(-1)	Carbamoyl phosphate;L-Ornithine	Phosphate;L-Citrulline	6.8	37.0	[150 mM imidazole-hydrochloride, 150 mM imidazole-hydrochloride]	[unknown, unknown, unknown, unknown, unknown]	98	R01398		789338
SABIO-RK	60045	Escherichia coli	P06960	2.1.3.3	kcat	kcat		0.03888889		-	mol*1/s*g^(-1)	L-Ornithine;Carbamoyl phosphate	Phosphate;L-Citrulline	6.8	37.0	[150 mM imidazole-hydrochloride, 150 mM imidazole-hydrochloride]	[unknown, unknown, unknown, unknown, unknown]	98	R01398		789338
SABIO-RK	60185	Escherichia coli	P0A8F0	2.4.2.9	kcat	kcat		2.7		-	1/s	5-Phospho-alpha-D-ribose 1-diphosphate;Uracil	UMP;Diphosphate	8.5	37.0	[20 mM Tris/HCl, 5 mM MgCl2, 20 mM Tris/HCl, 5 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown]	86	R00966		10079076
SABIO-RK	60187	Escherichia coli	P0A8F0	2.4.2.9	kcat	kcat		0.024		2E-3	1/s	UMP;Diphosphate	Uracil;5-Phospho-alpha-D-ribose 1-diphosphate	8.5	37.0	[20 mM Tris/HCl, 5 mM MgCl2, 20 mM Tris/HCl, 5 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown]	86	R00966		10079076
SABIO-RK	60194	Escherichia coli	P0AEJ2	5.4.4.2	kcat	kcat		2.883333		-	1/s	Chorismate	Isochorismate	7.8	37.0	[100 mM Tris-HCl, 200 nM isochorismatase, 100 mM Tris-HCl, 200 nM isochorismatase]	[unknown, unknown, unknown, unknown]	1829	R01717		2139795
SABIO-RK	60195	Escherichia coli	P0AEJ2	5.4.4.2	kcat	kcat		1.8		-	1/s	Isochorismate	Chorismate	7.8	37.0	[100 mM Tris-HCl, 10 mM glutamine, 0.2 mM NADH, 100 nM lactate dehydrogenase, 80 nM anthranilate synthase, 100 mM Tris-HCl, 10 mM glutamine, 0.2 mM NADH, 100 nM lactate dehydrogenase, 80 nM anthranilate synthase]	[unknown, unknown, unknown, unknown]	1829	R01717		2139795
SABIO-RK	60403	Escherichia coli	P45568	1.1.1.267	kcat	kcat		9833.333		-	1/s	H+;1-Deoxy-D-xylulose 5-phosphate;NADPH	NADP+;2-C-Methyl-D-erythritol 4-phosphate	7.5	37.0	[100 mM Tris-HCl, 100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	5284	R05688		10787409
SABIO-RK	60404	Escherichia coli	P45568	1.1.1.267	kcat	kcat		2166.667		-	1/s	H+;1-Deoxy-D-xylulose 5-phosphate;NADPH	NADP+;2-C-Methyl-D-erythritol 4-phosphate	7.5	37.0	[100 mM Tris-HCl, 100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	5284	R05688		10787409
SABIO-RK	60405	Escherichia coli	P45568	1.1.1.267	kcat	kcat		5166.667		-	1/s	H+;NADPH;1-Deoxy-D-xylulose 5-phosphate	2-C-Methyl-D-erythritol 4-phosphate;NADP+	7.5	37.0	[100 mM Tris-HCl, 100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	5284	R05688		10787409
SABIO-RK	60545	Escherichia coli	P0A9J4	1.1.1.169	kcat	kcat		25.0		2E0	1/s	H+;NADPH;2-Dehydropantoate	NADP+;(R)-Pantoate	7.6	25.0	[100 mM HEPES-HCl, 100 mM HEPES-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	2405	R02472		17229734
SABIO-RK	60552	Escherichia coli	P0A9J4	1.1.1.169	kcat	kcat		25.0		2E0	1/s	NADPH;2-Dehydropantoate;H+	NADP+;(R)-Pantoate	7.6	25.0	[100 mM HEPES-HCl, 100 mM HEPES-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	2405	R02472		17229734
SABIO-RK	60786	Escherichia coli	P31992	5.3.2	kcat	kcat		70.0		1.3E1	1/s	2-Hydroxy-2,4-pentadienoate	2-Oxo-4-pentenoate	7.3	23.0	[20 mM NaH2PO4, 20 mM NaH2PO4]	[unknown, unknown, unknown]	13517			12356301
SABIO-RK	60788	Escherichia coli	P31992	5.3.2	kcat	kcat		2.2		2E-1	1/s	4-Hydroxy-enol-phenylpyruvate	3-(4-Hydroxyphenyl)pyruvate	7.3	23.0	[20 mM NaH2PO4, 20 mM NaH2PO4]	[unknown, unknown, unknown]	3150	R03342		12356301
SABIO-RK	60789	Escherichia coli	P31992	5.3.2	kcat	kcat		25.0		2E0	1/s	Enol-Phenylpyruvate	Phenylpyruvate	7.3	23.0	[20 mM NaH2PO4, 20 mM NaH2PO4]	[unknown, unknown, unknown]	1580	R01378		12356301
SABIO-RK	61082	Escherichia coli	P00895 P00904	4.1.3.27	kcat	kcat		3.7		1E-1	1/s	Chorismate;L-Glutamine	Pyruvate;Anthranilate;L-Glutamate	7.0	25.0	[100 mM potassium phosphate, 5 mM MgCl2, 1 mM DTT, 100 mM potassium phosphate, 5 mM MgCl2, 1 mM DTT]	[unknown, unknown, unknown, unknown, unknown, unknown]	1280	R00986		
